Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,HoursWorkedPerDay,IncomePerJobLevel,TotalIncomeOverYears,PromotionToYearsRatio,AvgTenurePerJobRole,AvgSatisfaction,WorkLifeSatisfaction,StartedAtCompany,ProportionCareerAtCompany
29.0,No,Travel_Rarely,468.0,Research & Development,28.0,4,Medical,4,Female,73,2,1,Research Scientist,1,Single,3785,8489,1,No,14,3,2,1,5,3,1,5,4,0,4,6.410958904109589,3785.0,227100,0.0,5.142292490118577,2.333333333333333,2.0,1,0.8333333333333334
50.0,No,Travel_Rarely,1207.0,Research & Development,28.0,1,Medical,4,Male,74,4,1,Laboratory Technician,3,Married,3221,3297,1,Yes,11,3,3,4,20,3,3,20,8,3,8,16.31081081081081,3221.0,773040,0.1428571428571428,4.938356164383562,3.333333333333333,3.333333333333333,1,0.9523809523809524
32.0,No,Travel_Rarely,267.0,Research & Development,29.0,4,Life Sciences,3,Female,49,2,1,Laboratory Technician,2,Single,2837,15919,1,No,13,3,3,1,6,3,3,6,2,4,1,5.448979591836735,2837.0,204264,0.5714285714285714,4.938356164383562,2.6666666666666665,2.6666666666666665,1,0.8571428571428571
44.0,No,Travel_Rarely,1313.0,Research & Development,7.0,3,Medical,2,Female,31,3,5,Research Director,4,Divorced,19049,3549,1,Yes,14,3,4,2,23,4,2,22,7,1,10,24.0,3809.8,5028936,0.0434782608695652,11.330985915492958,3.333333333333333,2.6666666666666665,0,0.9166666666666666
38.0,No,Travel_Rarely,433.0,Human Resources,1.0,3,Human Resources,3,Male,37,4,1,Human Resources,3,Married,2844,6004,1,No,13,3,4,2,7,2,4,7,6,5,0,11.702702702702704,2844.0,238896,0.625,5.3023255813953485,3.333333333333333,3.333333333333333,1,0.875
40.0,No,Travel_Frequently,580.0,Sales,7.0,4,Life Sciences,4,Male,48,2,3,Sales Executive,1,Married,10475,23772,5,Yes,21,4,3,2,20,2,3,18,13,1,12,12.083333333333334,3491.6666666666665,2262600,0.0526315789473684,7.493554327808471,2.6666666666666665,2.6666666666666665,0,0.8571428571428571
45.0,No,Travel_Rarely,252.0,Research & Development,2.0,3,Life Sciences,2,Female,95,2,1,Research Scientist,3,Single,2274,6153,1,No,14,3,4,1,1,3,3,1,0,0,0,2.652631578947368,2274.0,27288,0.0,5.142292490118577,3.0,2.6666666666666665,1,0.5
46.0,No,Travel_Frequently,1034.0,Research & Development,18.0,1,Medical,1,Female,86,3,3,Healthcare Representative,3,Married,10527,8984,5,No,11,3,4,1,28,3,2,2,2,1,2,12.023255813953488,3509.0,252648,0.3333333333333333,8.186363636363636,2.6666666666666665,2.0,0,0.0689655172413793
34.0,No,Travel_Rarely,181.0,Research & Development,2.0,4,Medical,4,Male,97,4,1,Research Scientist,4,Married,2932,5586,1,Yes,14,3,1,4,6,3,3,5,0,1,2,1.865979381443299,2932.0,175920,0.1666666666666666,5.142292490118577,3.0,3.6666666666666665,0,0.7142857142857143
55.0,No,Travel_Frequently,135.0,Research & Development,18.0,4,Medical,3,Male,62,3,2,Healthcare Representative,2,Married,6385,12992,3,Yes,14,3,4,3,17,3,3,8,7,6,7,2.177419354838709,3192.5,612960,0.6666666666666666,8.186363636363636,3.0,2.6666666666666665,0,0.4444444444444444
19.0,No,Travel_Rarely,265.0,Research & Development,25.0,3,Life Sciences,2,Female,57,4,1,Research Scientist,4,Single,2994,21221,1,Yes,12,3,4,1,1,2,3,1,0,0,1,4.649122807017544,2994.0,35928,0.0,5.142292490118577,3.333333333333333,3.0,1,0.5
32.0,No,Travel_Rarely,427.0,Research & Development,1.0,3,Medical,1,Male,33,3,2,Manufacturing Director,4,Married,6162,10877,1,Yes,22,4,2,2,9,3,3,9,8,7,8,12.93939393939394,3081.0,665496,0.7,7.720833333333333,2.333333333333333,2.6666666666666665,1,0.9
40.0,No,Non-Travel,663.0,Research & Development,9.0,4,Other,3,Male,81,3,2,Laboratory Technician,3,Divorced,3975,23099,3,No,11,3,3,3,11,2,4,8,7,0,7,8.185185185185185,1987.5,381600,0.0,4.938356164383562,3.0,3.333333333333333,0,0.6666666666666666
30.0,No,Travel_Rarely,1334.0,Sales,4.0,2,Medical,3,Female,63,2,2,Sales Executive,2,Divorced,5209,19760,1,Yes,12,3,2,4,11,4,2,11,8,2,7,21.17460317460317,2604.5,687588,0.1666666666666666,7.493554327808471,2.333333333333333,2.333333333333333,1,0.9166666666666666
48.0,No,Travel_Rarely,1469.0,Research & Development,20.0,4,Medical,4,Male,51,3,1,Research Scientist,3,Married,2259,5543,4,No,17,3,1,3,13,2,2,0,0,0,0,24.0,2259.0,0,0.0,5.142292490118577,2.6666666666666665,3.0,0,0.0
45.0,No,Non-Travel,1195.0,Research & Development,2.0,2,Medical,1,Male,65,2,4,Manager,4,Married,16792,20462,9,No,23,4,4,2,22,1,3,20,8,11,8,18.384615384615383,4198.0,4030080,0.5238095238095238,14.108571428571429,3.0,2.6666666666666665,0,0.8695652173913043
53.0,No,Travel_Rarely,1070.0,Research & Development,7.0,4,Medical,3,Male,45,3,4,Research Director,3,Married,17584,21016,3,Yes,16,3,4,4,21,5,2,5,3,1,3,23.77777777777778,4396.0,1055040,0.1666666666666666,11.330985915492958,3.333333333333333,2.6666666666666665,0,0.2272727272727272
36.0,No,Travel_Frequently,541.0,Sales,7.0,4,Medical,1,Male,48,2,3,Sales Executive,4,Married,9699,7246,4,No,11,3,1,2,16,2,3,13,9,1,12,11.270833333333334,3233.0,1513044,0.0714285714285714,7.493554327808471,2.0,2.6666666666666665,0,0.7647058823529411
29.0,No,Travel_Frequently,806.0,Research & Development,1.0,4,Life Sciences,2,Male,76,1,1,Research Scientist,4,Divorced,2720,18959,1,No,18,3,4,2,10,5,3,10,7,2,8,10.605263157894736,2720.0,326400,0.1818181818181818,5.142292490118577,3.333333333333333,3.0,1,0.9090909090909092
46.0,No,Travel_Rarely,1003.0,Research & Development,8.0,4,Life Sciences,4,Female,74,2,2,Research Scientist,1,Divorced,4615,21029,8,Yes,23,4,1,4,19,2,3,16,13,1,7,13.554054054054054,2307.5,886080,0.0588235294117647,5.142292490118577,2.0,2.6666666666666665,0,0.8
41.0,No,Travel_Rarely,549.0,Research & Development,7.0,2,Medical,4,Female,42,3,2,Manufacturing Director,3,Single,5003,23371,6,No,14,3,2,1,8,6,3,2,2,2,1,13.071428571428571,2501.5,120072,0.6666666666666666,7.720833333333333,3.0,3.333333333333333,0,0.2222222222222222
52.0,No,Travel_Frequently,322.0,Research & Development,28.0,2,Medical,4,Female,59,4,4,Manufacturing Director,3,Married,13247,9731,2,Yes,11,3,2,2,24,3,2,5,3,0,2,5.457627118644068,3311.75,794820,0.0,7.720833333333333,3.0,3.0,0,0.2
51.0,No,Travel_Frequently,1456.0,Research & Development,1.0,4,Medical,1,Female,30,2,3,Healthcare Representative,1,Single,7484,25796,3,No,20,4,3,1,23,1,2,13,12,12,8,24.0,2494.6666666666665,1167504,0.8571428571428571,8.186363636363636,1.6666666666666667,1.3333333333333333,0,0.5416666666666666
36.0,No,Travel_Rarely,1157.0,Sales,2.0,4,Life Sciences,3,Male,70,3,1,Sales Representative,4,Single,2644,17001,3,Yes,21,4,4,1,7,3,2,3,2,1,2,16.52857142857143,2644.0,95184,0.25,2.8456375838926173,3.6666666666666665,3.0,0,0.375
31.0,No,Travel_Frequently,715.0,Sales,2.0,4,Other,4,Male,54,3,2,Sales Executive,1,Single,5332,21602,7,No,13,3,4,1,10,3,3,5,2,0,3,13.24074074074074,2666.0,319920,0.0,7.493554327808471,3.0,2.6666666666666665,0,0.4545454545454545
44.0,No,Travel_Rarely,1488.0,Sales,1.0,5,Marketing,2,Female,75,3,2,Sales Executive,1,Divorced,5454,4009,5,Yes,21,4,3,2,9,2,2,4,3,1,3,19.84,2727.0,261792,0.2,7.493554327808471,2.0,1.6666666666666667,0,0.4
30.0,No,Travel_Rarely,802.0,Sales,27.0,5,Marketing,3,Male,99,3,2,Sales Executive,4,Divorced,5304,25275,7,No,23,4,4,2,10,2,2,8,7,7,7,8.1010101010101,2652.0,509184,0.7777777777777778,7.493554327808471,3.6666666666666665,3.0,0,0.7272727272727273
36.0,No,Travel_Rarely,1451.0,Research & Development,2.0,1,Life Sciences,1,Male,67,2,1,Research Scientist,2,Married,3201,19911,1,No,17,3,1,1,6,2,1,5,3,0,4,21.65671641791045,3201.0,192060,0.0,5.142292490118577,1.3333333333333333,1.3333333333333333,0,0.7142857142857143
24.0,No,Travel_Rarely,1206.0,Research & Development,17.0,1,Medical,4,Female,41,2,2,Manufacturing Director,3,Divorced,4377,24117,1,No,15,3,2,3,5,6,3,4,2,3,2,24.0,2188.5,210096,0.6,7.720833333333333,3.0,3.333333333333333,0,0.6666666666666666
50.0,No,Travel_Rarely,328.0,Research & Development,1.0,3,Medical,3,Male,86,2,1,Laboratory Technician,3,Married,3690,3425,2,No,15,3,4,2,5,2,2,3,2,0,2,3.813953488372093,3690.0,132840,0.0,4.938356164383562,3.333333333333333,2.6666666666666665,0,0.5
39.0,No,Travel_Rarely,1329.0,Sales,4.0,4,Life Sciences,4,Female,47,2,2,Sales Executive,3,Married,5902,14590,4,No,14,3,3,2,17,1,4,15,11,5,9,24.0,2951.0,1062360,0.3125,7.493554327808471,3.333333333333333,3.6666666666666665,0,0.8333333333333334
30.0,No,Non-Travel,879.0,Research & Development,9.0,2,Medical,3,Female,72,3,2,Manufacturing Director,3,Single,4695,12858,7,Yes,18,3,3,1,10,3,3,8,4,1,7,12.208333333333334,2347.5,450720,0.1111111111111111,7.720833333333333,3.0,3.0,0,0.7272727272727273
30.0,No,Travel_Rarely,852.0,Research & Development,1.0,1,Life Sciences,4,Male,55,2,2,Laboratory Technician,4,Married,5126,15998,1,Yes,12,3,3,3,10,1,2,10,8,3,0,15.49090909090909,2563.0,615120,0.2727272727272727,4.938356164383562,3.6666666666666665,3.333333333333333,1,0.9090909090909092
29.0,No,Travel_Rarely,991.0,Sales,7.0,3,Medical,1,Male,43,2,2,Sales Executive,2,Divorced,4187,3356,1,Yes,13,3,2,2,10,3,2,10,0,0,9,23.046511627906977,2093.5,502440,0.0,7.493554327808471,1.6666666666666667,1.6666666666666667,1,0.9090909090909092
59.0,No,Non-Travel,1420.0,Human Resources,2.0,4,Human Resources,3,Female,32,2,5,Manager,4,Married,18844,21922,9,No,21,4,4,2,30,3,3,3,2,2,2,24.0,3768.8,678384,0.5,14.108571428571429,3.6666666666666665,3.333333333333333,0,0.0967741935483871
36.0,No,Non-Travel,427.0,Research & Development,8.0,3,Life Sciences,1,Female,63,4,3,Research Director,1,Married,11713,20335,9,No,14,3,1,2,10,2,3,8,7,0,5,6.777777777777778,3904.3333333333335,1124448,0.0,11.330985915492958,1.0,1.6666666666666667,0,0.7272727272727273
50.0,No,Travel_Rarely,1452.0,Research & Development,11.0,3,Life Sciences,3,Female,53,3,5,Manager,2,Single,19926,17053,3,No,15,3,2,1,21,5,3,5,4,4,4,24.0,3985.2,1195560,0.6666666666666666,14.108571428571429,2.333333333333333,2.6666666666666665,0,0.2272727272727272
37.0,No,Travel_Rarely,1017.0,Research & Development,1.0,2,Medical,3,Female,83,2,1,Research Scientist,1,Married,3920,18697,2,No,14,3,1,2,17,2,2,3,1,0,2,12.25301204819277,3920.0,141120,0.0,5.142292490118577,1.6666666666666667,2.0,0,0.1666666666666666
38.0,No,Travel_Rarely,849.0,Research & Development,25.0,2,Life Sciences,1,Female,81,2,3,Research Director,2,Married,12061,26707,3,No,17,3,3,2,19,2,3,10,8,0,1,10.48148148148148,4020.3333333333335,1447320,0.0,11.330985915492958,2.0,2.0,0,0.5
41.0,No,Non-Travel,267.0,Sales,10.0,2,Life Sciences,4,Male,56,3,2,Sales Executive,4,Single,6230,13430,7,No,14,3,4,1,16,3,3,14,3,1,10,4.767857142857143,3115.0,1046640,0.0666666666666666,7.493554327808471,4.0,3.6666666666666665,0,0.8235294117647058
29.0,No,Travel_Rarely,590.0,Research & Development,4.0,3,Technical Degree,4,Female,91,2,1,Research Scientist,1,Divorced,2109,10007,1,No,13,3,3,2,1,2,3,1,0,0,0,6.483516483516484,2109.0,25308,0.0,5.142292490118577,2.6666666666666665,2.6666666666666665,1,0.5
45.0,No,Travel_Rarely,549.0,Research & Development,8.0,4,Other,4,Male,75,3,2,Research Scientist,4,Married,3697,9278,9,No,14,3,1,3,12,3,3,10,9,9,8,7.32,1848.5,443640,0.8181818181818182,5.142292490118577,3.0,3.6666666666666665,0,0.7692307692307693
36.0,No,Non-Travel,120.0,Sales,4.0,3,Medical,2,Male,43,3,2,Sales Executive,3,Married,4221,8863,1,No,15,3,2,1,5,3,4,5,4,0,4,2.7906976744186047,2110.5,253260,0.0,7.493554327808471,2.333333333333333,3.0,1,0.8333333333333334
29.0,No,Travel_Rarely,136.0,Research & Development,1.0,3,Life Sciences,1,Male,89,3,2,Healthcare Representative,1,Married,5373,6225,1,No,12,3,1,2,6,5,2,5,3,0,2,1.5280898876404494,2686.5,322380,0.0,8.186363636363636,1.0,1.3333333333333333,0,0.7142857142857143
42.0,No,Travel_Rarely,469.0,Research & Development,2.0,2,Medical,4,Male,35,3,4,Manager,1,Married,17665,14399,1,No,17,3,4,2,23,3,3,22,6,13,7,13.4,4416.25,4663560,0.5652173913043478,14.108571428571429,3.0,2.6666666666666665,0,0.9166666666666666
48.0,No,Travel_Rarely,715.0,Research & Development,1.0,3,Life Sciences,4,Male,76,2,5,Research Director,4,Single,18265,8733,6,No,12,3,3,1,25,3,4,1,0,0,0,9.407894736842104,3653.0,219180,0.0,11.330985915492958,3.6666666666666665,4.0,0,0.0384615384615384
31.0,No,Travel_Rarely,1274.0,Research & Development,9.0,1,Life Sciences,3,Male,33,3,3,Manufacturing Director,2,Divorced,10648,14394,1,No,25,4,4,2,13,6,4,13,8,0,8,24.0,3549.333333333333,1661088,0.0,7.720833333333333,3.0,3.0,1,0.9285714285714286
41.0,No,Non-Travel,552.0,Human Resources,4.0,3,Human Resources,3,Male,60,1,2,Human Resources,2,Married,6430,20794,6,No,19,3,2,2,10,4,3,3,2,1,2,9.2,3215.0,231480,0.25,5.3023255813953485,2.333333333333333,2.6666666666666665,0,0.2727272727272727
42.0,No,Travel_Rarely,647.0,Sales,4.0,4,Marketing,2,Male,45,3,2,Sales Executive,1,Single,5155,2253,7,No,13,3,4,1,9,3,4,6,4,1,5,14.377777777777778,2577.5,371160,0.1428571428571428,7.493554327808471,2.333333333333333,2.333333333333333,0,0.6
36.0,No,Travel_Rarely,1120.0,Sales,11.0,4,Marketing,2,Female,100,2,2,Sales Executive,4,Married,6652,14369,4,No,13,3,1,2,8,2,2,6,3,0,0,11.2,3326.0,478944,0.0,7.493554327808471,2.333333333333333,2.6666666666666665,0,0.6666666666666666
36.0,No,Travel_Rarely,1476.0,Research & Development,16.0,2,Medical,2,Male,68,4,2,Healthcare Representative,1,Single,5661,4824,1,No,19,3,3,1,9,2,3,8,3,0,7,21.705882352941178,2830.5,543456,0.0,8.186363636363636,2.0,2.0,0,0.8
36.0,No,Travel_Rarely,1351.0,Research & Development,26.0,4,Life Sciences,1,Male,80,3,2,Healthcare Representative,3,Married,5347,7419,6,No,14,3,2,3,10,2,2,3,2,0,2,16.8875,2673.5,192492,0.0,8.186363636363636,2.0,2.0,0,0.2727272727272727
42.0,No,Travel_Rarely,201.0,Research & Development,1.0,4,Life Sciences,2,Female,95,3,1,Laboratory Technician,1,Divorced,2576,20490,3,No,16,3,2,2,8,5,3,5,2,1,2,2.1157894736842104,2576.0,154560,0.1666666666666666,4.938356164383562,1.6666666666666667,2.0,0,0.5555555555555556
43.0,No,Travel_Rarely,1034.0,Sales,16.0,3,Marketing,4,Female,80,3,4,Manager,4,Married,16064,7744,5,Yes,22,4,3,2,22,3,3,17,13,1,9,12.925,4016.0,3277056,0.0555555555555555,14.108571428571429,3.6666666666666665,3.6666666666666665,0,0.7391304347826086
36.0,No,Travel_Rarely,530.0,Sales,2.0,4,Life Sciences,3,Female,51,3,2,Sales Representative,4,Single,4502,7439,3,No,15,3,3,1,17,2,2,13,7,6,7,10.392156862745098,2251.0,702312,0.4285714285714285,2.8456375838926173,3.333333333333333,3.0,0,0.7222222222222222
36.0,No,Non-Travel,675.0,Research & Development,7.0,2,Life Sciences,2,Male,85,4,2,Healthcare Representative,1,Divorced,4000,18384,1,No,12,3,4,3,6,2,3,6,3,1,5,7.9411764705882355,2000.0,288000,0.1428571428571428,8.186363636363636,2.333333333333333,2.0,1,0.8571428571428571
36.0,No,Non-Travel,1105.0,Research & Development,24.0,4,Life Sciences,2,Female,47,3,2,Laboratory Technician,2,Married,5674,6927,7,No,15,3,3,2,11,3,3,9,8,0,8,23.51063829787234,2837.0,612792,0.0,4.938356164383562,2.333333333333333,2.333333333333333,0,0.75
36.0,No,Travel_Frequently,1467.0,Sales,11.0,2,Technical Degree,2,Female,92,3,3,Sales Executive,4,Married,9738,22952,1,No,14,3,3,2,10,6,3,9,7,2,8,15.945652173913045,3246.0,1051704,0.2,7.493554327808471,3.0,3.0,0,0.8181818181818182
38.0,No,Travel_Frequently,1189.0,Research & Development,1.0,3,Life Sciences,4,Male,90,3,2,Research Scientist,4,Married,4735,9867,7,No,15,3,4,3,19,4,4,13,11,2,9,13.21111111111111,2367.5,738660,0.1428571428571428,5.142292490118577,4.0,4.0,0,0.65
33.0,No,Travel_Rarely,1198.0,Research & Development,1.0,4,Other,3,Male,100,2,1,Research Scientist,1,Single,2799,3339,3,Yes,11,3,2,1,6,1,3,3,2,0,2,11.98,2799.0,100764,0.0,5.142292490118577,2.0,2.333333333333333,0,0.4285714285714285
45.0,No,Travel_Frequently,1199.0,Research & Development,7.0,4,Life Sciences,1,Male,77,4,2,Manufacturing Director,3,Married,6434,5118,4,No,17,3,4,2,9,1,3,3,2,0,2,15.571428571428571,3217.0,231624,0.0,7.720833333333333,2.6666666666666665,2.333333333333333,0,0.3
27.0,No,Travel_Rarely,511.0,Sales,2.0,2,Medical,1,Female,89,4,2,Sales Executive,3,Single,6500,26997,1,No,14,3,2,1,9,5,2,8,7,0,7,5.741573033707865,3250.0,624000,0.0,7.493554327808471,2.0,2.0,0,0.8
29.0,No,Travel_Rarely,1328.0,Research & Development,2.0,3,Life Sciences,3,Male,76,3,1,Research Scientist,2,Married,2703,4956,1,No,23,4,4,2,6,3,3,5,4,0,4,17.473684210526315,2703.0,162180,0.0,5.142292490118577,3.0,2.6666666666666665,0,0.7142857142857143
32.0,No,Travel_Rarely,1093.0,Sales,6.0,4,Medical,2,Male,87,3,2,Sales Executive,3,Single,5010,24301,1,No,16,3,1,1,12,0,3,11,8,5,7,12.563218390804598,2505.0,661320,0.4166666666666667,7.493554327808471,2.0,2.6666666666666665,0,0.8461538461538461
46.0,No,Travel_Rarely,406.0,Sales,7.0,1,Marketing,1,Male,52,3,4,Manager,3,Married,17465,15596,3,No,12,3,4,2,23,3,3,12,9,4,9,7.8076923076923075,4366.25,2514960,0.3076923076923077,14.108571428571429,2.6666666666666665,2.333333333333333,0,0.5
44.0,No,Travel_Rarely,136.0,Research & Development,28.0,3,Life Sciences,4,Male,32,3,4,Research Director,1,Married,16328,22074,3,No,13,3,3,2,24,1,4,20,6,14,17,4.25,4082.0,3918720,0.6666666666666666,11.330985915492958,2.6666666666666665,3.0,0,0.8
40.0,No,Travel_Rarely,302.0,Research & Development,6.0,3,Life Sciences,2,Female,75,3,4,Manufacturing Director,3,Single,13237,20364,7,No,15,3,3,1,22,3,3,20,6,5,13,4.026666666666666,3309.25,3176880,0.238095238095238,7.720833333333333,2.6666666666666665,2.6666666666666665,0,0.8695652173913043
55.0,No,Travel_Rarely,1117.0,Sales,18.0,5,Life Sciences,1,Female,83,3,4,Manager,2,Single,16835,9873,3,No,23,4,4,1,37,2,3,10,9,7,7,13.457831325301203,4208.75,2020200,0.6363636363636364,14.108571428571429,2.333333333333333,2.0,0,0.2631578947368421
41.0,No,Travel_Frequently,840.0,Research & Development,9.0,3,Medical,1,Male,64,3,5,Research Director,3,Divorced,19419,3735,2,No,17,3,2,2,21,2,4,18,16,0,11,13.125,3883.8,4194504,0.0,11.330985915492958,2.0,2.6666666666666665,0,0.8181818181818182
38.0,No,Travel_Rarely,437.0,Sales,16.0,3,Life Sciences,2,Female,90,3,2,Sales Executive,2,Single,4198,16379,2,No,12,3,2,1,8,5,4,3,2,1,2,4.855555555555555,2099.0,151128,0.25,7.493554327808471,2.0,2.6666666666666665,0,0.3333333333333333
36.0,No,Travel_Rarely,652.0,Research & Development,7.0,3,Other,3,Male,100,4,1,Laboratory Technician,1,Single,3578,23577,1,No,12,3,4,1,8,2,3,7,7,0,7,6.52,3578.0,300552,0.0,4.938356164383562,2.6666666666666665,2.333333333333333,0,0.7777777777777778
45.0,No,Travel_Rarely,193.0,Research & Development,6.0,4,Other,4,Male,52,3,3,Research Director,1,Married,13245,15067,4,Yes,14,3,2,1,17,3,4,0,0,0,0,3.7115384615384617,4415.0,0,0.0,11.330985915492958,2.333333333333333,3.0,0,0.0
34.0,No,Travel_Rarely,1153.0,Research & Development,1.0,2,Medical,1,Male,94,3,2,Manufacturing Director,2,Married,4325,17736,1,No,15,3,3,1,5,2,3,5,2,1,3,12.26595744680851,2162.5,259500,0.1666666666666666,7.720833333333333,2.0,2.0,1,0.8333333333333334
38.0,No,Travel_Frequently,693.0,Research & Development,7.0,3,Life Sciences,4,Male,57,4,1,Research Scientist,3,Divorced,2610,15748,1,No,11,3,4,4,4,2,3,4,2,0,3,12.157894736842104,2610.0,125280,0.0,5.142292490118577,3.6666666666666665,3.333333333333333,1,0.8
55.0,No,Travel_Rarely,111.0,Sales,1.0,2,Life Sciences,1,Male,70,3,3,Sales Executive,4,Married,10239,18092,3,No,14,3,4,2,24,4,3,1,0,1,0,1.5857142857142856,3413.0,122868,0.5,7.493554327808471,3.0,2.6666666666666665,0,0.04
40.0,No,Travel_Rarely,884.0,Research & Development,15.0,3,Life Sciences,1,Female,80,2,3,Manufacturing Director,3,Married,10435,25800,1,No,13,3,4,3,18,2,3,18,15,14,12,11.05,3478.333333333333,2253960,0.7368421052631579,7.720833333333333,2.6666666666666665,2.333333333333333,1,0.9473684210526316
36.0,No,Travel_Rarely,1137.0,Research & Development,21.0,1,Life Sciences,4,Female,51,3,2,Healthcare Representative,4,Married,4014,19170,1,Yes,25,4,4,2,10,2,1,10,6,0,7,22.294117647058822,2007.0,481680,0.0,8.186363636363636,4.0,3.0,1,0.9090909090909092
36.0,No,Non-Travel,1476.0,Research & Development,1.0,3,Life Sciences,3,Female,55,1,2,Laboratory Technician,4,Married,6674,16392,1,No,11,3,1,4,10,6,3,9,8,7,5,24.0,3337.0,720792,0.7,4.938356164383562,2.6666666666666665,3.333333333333333,0,0.8181818181818182
20.0,No,Travel_Rarely,727.0,Sales,9.0,1,Life Sciences,4,Male,54,3,1,Sales Representative,1,Single,2728,21082,1,No,11,3,1,1,2,3,3,2,2,0,2,13.462962962962964,2728.0,65472,0.0,2.8456375838926173,2.0,2.6666666666666665,1,0.6666666666666666
31.0,No,Travel_Rarely,1222.0,Research & Development,11.0,4,Life Sciences,4,Male,48,3,1,Research Scientist,4,Married,2356,14871,3,Yes,19,3,2,2,8,2,3,6,4,0,2,24.0,2356.0,169632,0.0,5.142292490118577,3.333333333333333,3.6666666666666665,0,0.6666666666666666
40.0,No,Travel_Rarely,1492.0,Research & Development,20.0,4,Technical Degree,1,Male,61,3,3,Healthcare Representative,4,Married,10322,26542,4,No,20,4,4,2,14,6,3,11,10,11,1,24.0,3440.6666666666665,1362504,0.9166666666666666,8.186363636363636,3.0,2.6666666666666665,0,0.7333333333333333
50.0,No,Travel_Frequently,1421.0,Research & Development,2.0,3,Medical,4,Female,30,3,4,Manager,1,Married,17856,9490,2,No,22,4,3,2,32,3,3,2,2,2,2,24.0,4464.0,428544,0.6666666666666666,14.108571428571429,2.6666666666666665,2.6666666666666665,0,0.0606060606060606
27.0,No,Travel_Frequently,591.0,Research & Development,2.0,3,Medical,4,Male,87,3,1,Research Scientist,4,Single,2580,6297,2,No,13,3,3,1,6,0,2,4,2,1,2,6.793103448275862,2580.0,123840,0.2,5.142292490118577,3.6666666666666665,3.333333333333333,0,0.5714285714285714
36.0,No,Travel_Rarely,1300.0,Research & Development,17.0,2,Medical,3,Male,79,3,2,Laboratory Technician,1,Divorced,4558,13535,1,No,12,3,4,2,10,2,3,10,0,1,8,16.455696202531644,2279.0,546960,0.0909090909090909,4.938356164383562,2.6666666666666665,2.333333333333333,1,0.9090909090909092
36.0,No,Travel_Rarely,1383.0,Research & Development,10.0,3,Life Sciences,4,Male,90,3,3,Healthcare Representative,1,Married,8321,25949,7,Yes,13,3,4,2,15,1,3,12,8,5,7,15.366666666666667,2773.6666666666665,1198224,0.3846153846153846,8.186363636363636,3.0,2.6666666666666665,0,0.75
53.0,No,Travel_Rarely,447.0,Research & Development,2.0,3,Medical,4,Male,39,4,4,Research Director,2,Single,16598,19764,4,No,12,3,2,1,35,2,2,9,8,8,8,11.461538461538462,4149.5,1792584,0.8,11.330985915492958,2.6666666666666665,2.6666666666666665,0,0.25
42.0,No,Travel_Rarely,1128.0,Research & Development,13.0,3,Medical,2,Male,95,4,2,Healthcare Representative,1,Married,5538,5696,5,No,18,3,3,3,10,2,2,0,0,0,0,11.873684210526315,2769.0,0,0.0,8.186363636363636,2.0,1.6666666666666667,0,0.0
37.0,No,Non-Travel,1040.0,Research & Development,2.0,2,Life Sciences,3,Male,100,2,2,Healthcare Representative,4,Divorced,5163,15850,5,No,14,3,4,2,17,2,4,1,0,0,0,10.4,2581.5,61956,0.0,8.186363636363636,3.6666666666666665,3.6666666666666665,0,0.0555555555555555
43.0,No,Travel_Rarely,589.0,Research & Development,14.0,2,Life Sciences,2,Male,94,3,4,Research Director,1,Married,17159,5200,6,No,24,4,3,2,22,3,3,4,1,1,0,6.26595744680851,4289.75,823632,0.2,11.330985915492958,2.0,2.0,0,0.1739130434782608
23.0,No,Travel_Rarely,373.0,Research & Development,1.0,2,Life Sciences,4,Male,47,3,1,Research Scientist,3,Married,1223,16901,1,No,22,4,4,2,1,2,3,1,0,0,1,7.936170212765957,1223.0,14676,0.0,5.142292490118577,3.6666666666666665,3.333333333333333,1,0.5
52.0,No,Travel_Rarely,258.0,Research & Development,8.0,4,Other,3,Female,54,3,1,Laboratory Technician,1,Married,2950,17363,9,No,13,3,3,1,12,2,1,5,4,0,4,4.777777777777778,2950.0,177000,0.0,4.938356164383562,2.333333333333333,1.6666666666666667,0,0.3846153846153846
29.0,No,Travel_Rarely,1010.0,Research & Development,1.0,3,Life Sciences,1,Female,97,3,1,Research Scientist,4,Divorced,3760,5598,1,No,15,3,1,4,3,5,3,3,2,1,2,10.41237113402062,3760.0,135360,0.25,5.142292490118577,2.0,2.6666666666666665,1,0.75
50.0,No,Travel_Rarely,989.0,Research & Development,7.0,2,Medical,2,Female,43,2,5,Research Director,3,Divorced,18740,16701,5,Yes,12,3,4,2,29,2,2,27,3,13,8,23.0,3748.0,6071760,0.4642857142857143,11.330985915492958,3.0,2.333333333333333,0,0.9
